"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-10-01",,"89",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-10-02",,"87",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-10-03",,"88",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-10-04",,"87",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-10-05",,"89",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-10-06",,"89","99","78"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-10-07",,"90",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-10-08",,"88",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-10-09",,"88",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-10-10",,"87",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-10-11",,"87",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-10-12",,"88",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-10-13",,"89",,
"IN012070800","BOMBAY SANTACRUZ, IN","2018-10-14",,"89",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-10-15",,"89",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-10-16",,"88",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-10-17",,"85",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-10-18",,"83",,
"IN012070800","BOMBAY SANTACRUZ, IN","2018-10-19","0.16","85",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-10-20","0.00","87",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-10-21",,"87",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-10-22","1.97","88",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-10-23","0.00","88",,
"IN012070800","BOMBAY SANTACRUZ, IN","2018-10-24",,"88",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-10-25",,"87",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-10-26",,"89",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-10-27",,"87",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-10-28",,"88",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-10-29",,"87",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-10-30",,"86",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-10-31",,"85",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-11-01",,"87",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-11-02",,"88",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-11-03",,"88",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-11-04",,"88",,
"IN012070800","BOMBAY SANTACRUZ, IN","2018-11-05",,"87",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-11-06",,"89",,
"IN012070800","BOMBAY SANTACRUZ, IN","2018-11-07",,"87",,
"IN012070800","BOMBAY SANTACRUZ, IN","2018-11-08",,"86",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-11-09",,"87",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-11-10",,"86",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-11-11",,"85",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-11-12",,"85",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-11-13",,"83",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-11-14",,"82",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-11-15",,"85",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-11-16",,"85",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-11-17",,"86",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-11-18",,"84",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-11-19",,"84",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-11-20",,"86",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-11-21",,"87",,
"IN012070800","BOMBAY SANTACRUZ, IN","2018-11-22",,"87",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-11-23",,"85",,
"IN012070800","BOMBAY SANTACRUZ, IN","2018-11-24",,"85",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-11-25",,"85",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-11-26",,"84",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-11-27",,"84",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-11-28",,"84",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-11-29",,"83",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-11-30",,"83",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-12-01",,"83",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-12-02",,"81",,"66"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-12-03",,"82",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-12-04",,"84",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-12-05",,"83",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-12-06",,"83",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-12-07",,"83",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-12-08",,"82",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-12-09",,"79",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-12-10",,"78",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-12-11",,"79",,"61"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-12-12",,"79",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-12-13",,"79",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-12-14",,"81",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-12-15",,"82",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-12-16",,"80",,
"IN012070800","BOMBAY SANTACRUZ, IN","2018-12-17",,"77","89","66"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-12-18",,"78",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-12-19",,"77",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-12-20",,"77",,"59"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-12-21",,"79",,"61"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-12-22",,"80",,"61"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-12-23",,"81",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-12-24",,"81",,"66"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-12-25",,"80",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-12-26",,"75",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-12-27",,"76",,"54"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-12-28",,"76",,"60"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-12-29",,"77",,
"IN012070800","BOMBAY SANTACRUZ, IN","2018-12-30",,"78",,"60"
"IN012070800","BOMBAY SANTACRUZ, IN","2018-12-31",,"78",,"60"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-01-01",,"77",,"59"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-01-02",,"78",,"58"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-01-03",,"78",,"58"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-01-04",,"79",,"59"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-01-05",,"77",,"59"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-01-06",,"76",,"58"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-01-07",,"78","91","58"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-01-08",,"77",,"61"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-01-09",,"76",,"57"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-01-10",,"78",,"58"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-01-11",,"76",,"60"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-01-12",,"75",,"59"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-01-13",,"76",,"57"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-01-14",,"79",,"59"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-01-15",,"82",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-01-16",,"80",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-01-17",,"80",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-01-18",,"81",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-01-19",,"81",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-01-20",,"81",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-01-21",,"77",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-01-22",,"77",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-01-23",,"74",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-01-24",,"74",,"59"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-01-25",,"73",,"56"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-01-26",,"74",,"56"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-01-27",,"76",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-01-28",,"77",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-01-29",,"77",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-01-30",,"78",,"60"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-01-31",,"77",,"60"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-01",,"78",,"62"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-02",,"77",,"61"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-03",,"80",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-04",,"82",,"66"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-05",,"80",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-06",,"77",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-07",,"74",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-08",,"70",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-09",,"72",,"52"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-10",,"77",,"54"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-11",,"80",,"60"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-12",,"85",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-13",,"82",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-14",,"80",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-15",,"78",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-16",,"77",,"60"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-17",,"76",,"58"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-18",,"78",,"60"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-19",,"81",,"61"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-20",,"79",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-21",,"79",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-22",,"81",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-23",,"83",,"66"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-24",,"83",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-25",,"82",,"63"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-26",,"80",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-27",,"78",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-02-28",,"79",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-01",,"79",,"61"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-02",,"80",,"64"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-03",,"78",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-04",,"79",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-05",,"78",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-06",,"77",,"66"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-07",,"79",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-08",,"81",,"66"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-09",,"83",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-10",,"82",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-11",,"80",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-12",,"79",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-13",,"78",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-14",,"80",,"67"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-15",,"83",,"66"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-16",,"81",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-17",,"81",,"66"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-18",,"85",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-19",,"81",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-20",,"80",,"68"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-21",,"80",,"69"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-22",,"81",,"65"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-23",,"87",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-24",,"89",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-25",,"92",,"72"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-26",,"89",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-27",,"84",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-28",,"84",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-29",,"85",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-30",,"83",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-03-31",,"84",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-01",,"82",,"71"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-02",,"82",,"70"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-03",,"85",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-04",,"84",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-05",,"85",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-06",,"85",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-07",,"85",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-08",,"85",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-09",,"85",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-10",,"84",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-11",,"85",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-12",,"85",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-13",,"88",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-14",,"87",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-15",,"86",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-16",,"86",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-17",,"85",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-18",,"85",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-19",,"87",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-20",,"85",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-21",,"84",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-22",,"85",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-23",,"86",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-24",,"86",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-25",,"88",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-26",,"89",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-27",,"90",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-28",,"89",,"83"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-29",,"87",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-04-30",,"86",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-01",,"85",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-02",,"85",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-03",,"85",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-04",,"86",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-05",,"86",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-06",,"85",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-07",,"86",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-08",,"86",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-09",,"86",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-10",,"86",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-11",,"85",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-12",,"86",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-13",,"86",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-14",,"86",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-15",,"86",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-16",,"86",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-17",,"87",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-18",,"87",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-19",,"88",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-20",,"88",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-21",,"87",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-22",,"87",,"82"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-23",,"87",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-24",,"88",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-25",,"87",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-26",,"87",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-27",,"88",,"82"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-28",,"88",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-29",,"88",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-30",,"88",,"83"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-05-31",,"88",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-01",,"88",,"82"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-02",,"88",,"82"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-03",,"88",,"85"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-04",,"88",,"84"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-05",,"88",,"83"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-06",,"88",,"84"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-07",,"89",,"83"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-08",,"90",,"85"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-09",,"89",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-10","0.12","86",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-11","1.57","87",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-12","0.00","83",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-13","0.59","85",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-14","0.67","84",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-15","1.77","85",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-16","0.51","86",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-17","0.24","87",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-18","0.28","84",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-19","0.75","85",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-20","0.02","87",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-21","0.00","87",,"83"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-22",,"87",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-23",,"87",,"83"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-24",,"85",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-25","0.02","85",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-26","0.55","85",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-27","0.16","84",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-28","0.16","81",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-29","9.25","80",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-06-30","3.66","81",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-01","3.62","79",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-02","14.76","80",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-03","1.34","81",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-04","0.16","83",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-05","0.91","83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-06","3.07","83",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-07","1.61","85",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-08","1.22","83",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-09","5.12","84",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-10","0.28","81",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-11","1.97","83",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-12","0.98","85",,"73"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-13","0.16","83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-14","0.43","85",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-15","0.12","85",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-16","0.12","84",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-17","0.16","85",,"81"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-18","0.28","86",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-19","0.08","86",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-20","0.01","83",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-21","0.24","85",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-22","0.63","86",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-23","0.00","84",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-24","3.31","81",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-25","1.50","82",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-26","1.73","83",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-27","8.62","82",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-28","1.10","84",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-29","0.02","83",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-30","1.54","81",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-07-31","2.56","83",,"74"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-01","0.51","83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-02","1.69","80",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-03","5.28","80",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-04","0.00","81",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-05","2.44","83",,"75"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-06","0.35","83",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-07","0.31","83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-08","0.04","83",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-09","0.16","83",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-10","0.12","83",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-11","0.20","83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-12","0.24","83",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-13","0.04","83",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-14","0.12","83",,"79"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-15","0.31","83",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-16","0.24","83",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-17","0.20","83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-18","0.16","83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-19","0.08","83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-20","0.04","84",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-21","0.24","84",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-22","0.04","84",,
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-23","0.08","84",,"80"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-24","0.04","83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-25","0.43","82",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-26","0.28","83",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-27","0.00","83",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-28","0.24","83",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-29","0.12","84",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-30","0.12","83",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-08-31","0.51","82",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-09-01","0.63","81",,"78"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-09-02","0.67","82",,"77"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-09-03","5.16","80",,"76"
"IN012070800","BOMBAY SANTACRUZ, IN","2019-09-04","4.65","79",,
